zona,temperatura,humedad,presion,luz,sonido_db,co2,particulas_pm25,gas_tipo,gas_ppm,vibracion,inclinacion,distancia_obstaculo,velocidad_robot,senal_comunicacion,bateria,voltaje_bateria,temperatura_bateria,autonomia_estimada_min,visibilidad,persona_detectada,confianza_persona,nivel_riesgo,accion_recomendada
Pasillo A,20.518842775727293,34.232630626802674,935.2801686273286,0.0,33.66113778417083,2133.1332809197006,121.45776889902741,metano,326.86004637999037,2.25,0.2,0.39,0.35,76.4,27.84430744451451,11.09,24,18.7,52.7,1,0.86,Alto,Enviar alerta y cambiar ruta
Túnel estrecho,23.519980974076088,27.046139233623595,952.5022442958764,0.59255,66.11967491211416,539.4618827827389,112.929164100608,sin_gas,139.08983835415134,1.45,7.5,4.74,0.95,79.3,60.061446716535144,11.67,4,47.4,47.4,0,0.03,Medio,Avanzar con precaución
Entrada,23.90309410172329,46.13874092503964,900.0,0.0,29.707514234730624,758.806418711576,114.53254076169864,sin_gas,236.46345468196506,0.31,24.5,0.6,1.24,36.6,71.10923795984735,12.2,4,56.3,45.6,0,0.25,Medio,Avanzar con precaución
Túnel estrecho,18.619767729878287,35.26103111393094,940.5947565861192,0.0,4.616950469460873,1053.3534295952595,56.84722129203215,gas_desconocido,423.2906379425222,1.17,27.0,3.07,0.6,87.9,60.061446716535144,11.77,22,44.7,61.2,0,0.12,Medio,Avanzar con precaución
Punto crítico,20.69987717037523,35.85653121938343,945.8329575803896,0.0,12.395004015289588,1073.468498586778,77.65028817695035,metano,167.73197559132373,2.37,9.8,4.41,1.01,53.7,60.061446716535144,11.7,24,44.4,71.7,0,0.38,Medio,Avanzar con precaución
Sector norte,22.37912876934877,20.02423910829105,932.7310107199082,0.0,28.881504947734896,1783.450847129917,144.87575103323755,monoxido_carbono,262.7202850761906,1.05,14.3,0.58,0.88,37.3,60.061446716535144,11.81,4,47.4,45.4,0,0.32,Alto,Cambiar ruta o detenerse
Sector sur,19.19806205736404,38.70711919881463,953.3189809394868,0.0,59.40840978471766,1708.579133580638,58.61668146385068,humo,339.8349866257613,2.16,1.3,2.86,0.19,63.4,60.061446716535144,11.54,44,41.4,50.0,0,0.26,Medio,Avanzar con precaución
Sector sur,16.725415979705144,25.06850656986922,948.0667441121072,0.0,18.572155873080067,1438.638533820609,87.25353667522194,monoxido_carbono,377.2646694133708,0.64,8.3,4.16,0.97,89.1,78.19724685182653,12.51,24,59.0,46.0,0,0.12,Medio,Avanzar con precaución
Sector sur,20.90626983992665,37.66052494266635,900.0,0.0,66.23509853900882,843.6538378484126,8.435647492839333,sin_gas,86.94608753237243,1.43,27.3,4.93,1.24,97.4,76.4527946757547,11.94,4,60.6,75.2,0,0.28,Medio,Avanzar con precaución
Túnel estrecho,22.96647854513262,33.462130054316155,948.7520405071728,0.5333,24.947018763327144,1202.165286349637,133.37271176371365,monoxido_carbono,282.57615233864453,2.11,21.2,3.68,1.49,79.9,60.061446716535144,11.84,24,44.4,43.6,0,0.12,Alto,Cambiar ruta o detenerse
Túnel estrecho,21.03336031285173,43.40377240951204,949.7772493185846,0.0,62.88885127947395,1541.547333776856,78.09788091875599,sin_gas,456.0999502481007,2.3,7.2,1.54,0.14,20.4,20.127574347773376,10.93,4,15.5,38.9,1,0.94,Alto,Enviar alerta y cambiar ruta
Punto crítico,20.22626248029556,32.71480429105893,900.0,0.0,28.929705334418944,1382.769268818278,96.93778448288066,sin_gas,484.17989075484695,1.21,9.0,3.56,1.02,30.8,71.95622548241987,12.19,44,51.0,42.3,0,0.21,Alto,Cambiar ruta o detenerse
Zona de escombros,20.57421276452208,33.25508408752443,950.4825294941012,0.0,49.22881338788658,667.3143194996646,25.070630616882763,monoxido_carbono,328.0725212796791,1.6,28.6,3.59,0.68,26.1,60.061446716535144,11.79,4,47.4,73.2,1,0.85,Alto,Enviar alerta y cambiar ruta
Pasillo B,21.652872426090923,33.37264107436048,939.609810346526,0.0,52.669489593406446,1763.97203635404,178.54999003780145,humo,491.83040207999284,0.01,7.3,3.56,0.11,28.1,15.0,10.72,24,8.4,27.7,1,0.64,Alto,Enviar alerta y cambiar ruta
Zona de escombros,21.998308868622686,24.08543611924528,900.0,4.5628,10.549694969416366,553.4087313023872,57.93186972234805,amoniaco,285.3676244880704,0.63,11.7,4.3,0.96,50.6,60.061446716535144,11.48,24,44.4,51.4,0,0.35,Bajo,Avanzar
Sector norte,20.79563722940904,28.409342410387712,944.9486806609452,0.88885,20.604653432090497,1194.2088344702686,116.1231907793788,sin_gas,221.30251489046665,0.7,23.3,0.62,0.27,47.1,60.061446716535144,11.49,43,41.6,53.2,0,0.15,Medio,Avanzar con precaución
Túnel estrecho,24.108759634296884,36.65942053074416,900.0,3.49615,21.96685817245486,1891.061630117981,106.71636034953144,metano,275.7937294741229,0.23,19.6,0.72,0.63,29.1,67.33402168700724,11.88,24,50.3,56.3,0,0.19,Alto,Cambiar ruta o detenerse
Habitación bloqueada,21.63870037181208,43.01890608158783,949.885455978182,0.5333,24.29023621883165,442.04942249138367,142.3911356868733,sin_gas,57.85619713176104,0.7,16.1,3.27,0.47,90.6,74.87202011985339,12.28,4,59.3,61.3,0,0.19,Bajo,Avanzar
Punto crítico,14.331890939881848,43.971587053421466,944.3364642302712,0.0,3.8248242419264207,1596.963919995164,56.421467233843096,monoxido_carbono,200.8579598426939,0.8,31.5,4.78,0.61,69.2,60.91883980518413,11.53,24,45.1,70.1,0,0.14,Medio,Avanzar con precaución
Sector sur,23.137855915968423,22.548157887268275,900.0,0.0,26.99980660404972,1102.4940457009243,137.28728537451653,sin_gas,229.20252651526434,2.42,7.7,2.44,0.79,83.7,52.680641902125295,11.88,24,38.5,36.4,1,0.76,Medio,Enviar alerta y avanzar con precaución
Sector norte,22.941573629615576,35.3961897055381,900.0,0.0,23.96551334279996,418.5468711877424,71.93780287000351,humo,424.3138993604891,1.67,25.9,4.81,0.6,49.7,50.915682048172386,11.73,4,40.1,50.1,0,0.21,Alto,Cambiar ruta o detenerse
Punto crítico,24.75194239301281,16.326189781682107,900.0,0.0,38.19657736348508,799.8048692280408,76.95316902311109,sin_gas,379.3242963712236,1.07,5.6,4.7,0.87,52.8,60.061446716535144,11.56,4,47.4,49.1,0,0.37,Medio,Avanzar con precaución
Pasillo A,23.90159550056913,20.40495453528515,950.2847597667758,0.0,49.247609147996165,2375.9870058683746,122.72469213518478,sin_gas,300.7132926124004,2.47,21.6,4.53,0.43,45.4,49.573156602185094,11.38,24,36.1,35.8,1,0.75,Alto,Enviar alerta y cambiar ruta
Pasillo B,24.463984219089507,36.022282280499084,951.2904065563504,0.0,69.41385802673238,1494.4127015606898,142.25001005458202,metano,173.63861743813496,0.38,30.5,4.57,0.99,55.1,49.380883256297274,11.39,24,35.9,45.5,0,0.09,Alto,Cambiar ruta o detenerse
Pasillo B,21.97483040131528,20.725026233124417,900.0,0.0,4.704129856753919,2494.1771297211767,121.70166132109784,sin_gas,93.51729284632853,1.19,16.0,4.51,1.3,68.8,60.061446716535144,11.81,4,47.4,48.1,0,0.07,Alto,Cambiar ruta o detenerse
Escalera colapsada,24.50582300511512,22.22082988995052,949.6801534402446,0.8296,30.2157151208222,1502.1151757659566,162.47891609995162,amoniaco,173.88251045731394,1.62,25.4,4.14,0.41,59.4,60.061446716535144,11.75,24,44.4,44.2,0,0.16,Alto,Cambiar ruta o detenerse
Pasillo B,24.10281634177887,46.86177315827913,943.698974209812,4.622,27.37976701205572,1542.2664658095632,54.902830164261786,humo,339.90203547956594,0.14,28.7,3.54,0.81,87.0,75.69601671574063,12.08,24,57.0,49.7,0,0.15,Medio,Avanzar con precaución
Zona de escombros,21.18628491799868,31.555948053627827,900.0,0.0,26.38622129851281,1222.87032715899,162.60792811784114,sin_gas,131.51889954251655,1.79,4.8,0.32,1.01,92.0,60.061446716535144,11.69,24,44.4,51.2,0,0.17,Alto,Cambiar ruta o detenerse
Sector sur,20.4473823990066,39.40309152366791,940.055198688914,0.0,43.59718987960964,1051.08487933597,27.901117040091272,metano,213.44334785458295,0.25,24.7,0.83,0.89,57.6,60.061446716535144,11.79,24,44.4,67.9,0,0.08,Medio,Avanzar con precaución
Habitación bloqueada,25.41818523837465,33.47428252912485,947.2702827653924,0.0,18.917483023061763,928.2456615791841,120.4178058302466,gas_desconocido,193.38511744084101,0.35,32.2,0.84,0.61,39.2,60.061446716535144,11.89,4,47.4,47.0,0,0.39,Alto,Cambiar ruta o detenerse
Pasillo A,23.76058867514059,20.60833394166428,900.0,0.0,45.54213935343465,1121.183293874415,100.83536399153107,amoniaco,382.7950318955301,0.4,20.2,0.31,1.0,95.6,71.91212913277211,11.99,4,56.9,51.8,0,0.07,Medio,Avanzar con precaución
Pasillo A,19.55560719593604,34.2948000632229,954.5252871355996,1.7152,6.893911780078608,1365.6872698909074,91.56128957272816,gas_desconocido,441.8935311300722,2.32,6.5,0.76,0.14,78.8,60.061446716535144,11.66,24,44.4,47.2,0,0.26,Alto,Cambiar ruta o detenerse
Entrada,20.68470470614291,24.597941273773326,900.0,3.1406,11.755064573397537,803.1830954846591,59.4096050508812,sin_gas,349.6854784054885,1.71,4.4,4.61,0.62,71.2,60.061446716535144,11.91,22,44.7,61.4,0,0.02,Medio,Avanzar con precaución
Sector norte,23.4390339069724,19.954655725824264,944.7857506040943,0.0,8.579287221405844,872.2376927919613,93.15323042894099,sin_gas,170.80113046651707,1.64,9.1,3.39,0.85,79.6,60.061446716535144,11.73,22,44.7,66.3,0,0.17,Medio,Avanzar con precaución
Zona de escombros,24.02333151438124,35.56885491917978,949.785312570104,0.0,8.235245768779084,970.2440142037221,33.31033736732307,sin_gas,216.58852448794363,1.39,3.6,1.7,0.13,26.1,75.17543957148293,12.16,24,56.5,69.1,0,0.13,Medio,Avanzar con precaución
Túnel estrecho,24.14082597792328,33.08917941647193,947.4373304679076,0.0,15.10137800613486,1343.4457730547622,69.63116523704323,sin_gas,71.6750770268607,0.73,18.0,4.01,0.81,25.4,55.426988006825084,11.65,4,43.7,59.1,0,0.16,Medio,Avanzar con precaución
Sector norte,19.70530647803491,39.64864364819899,946.8624487551652,0.0,70.37076708444415,1770.9080703099105,22.269160559678546,amoniaco,84.04872388330492,1.55,2.4,2.54,1.02,32.2,60.061446716535144,11.92,24,44.4,79.0,0,0.2,Medio,Avanzar con precaución
Entrada,22.388272118307658,34.92853689424417,900.0,0.0,68.51930137028316,2197.9069156012033,105.07315496260593,sin_gas,82.1462837632575,1.03,7.8,0.88,1.16,31.8,60.061446716535144,11.95,4,47.4,58.7,0,0.24,Alto,Cambiar ruta o detenerse
Pasillo B,24.39380167818032,17.903836219673316,947.3597108494856,0.0,36.049200066875386,1002.9768580930009,21.759380084934715,monoxido_carbono,65.2931787806551,0.36,15.4,4.45,0.26,53.7,82.29689393713173,12.41,24,62.2,90.5,0,0.24,Bajo,Avanzar
Habitación bloqueada,20.10008743547066,34.56075842059787,900.0,0.0,66.15776173390145,785.8295147170185,33.06031268340399,sin_gas,89.79061425456509,1.72,16.6,1.83,1.49,32.6,60.061446716535144,11.68,24,44.4,84.5,1,0.93,Medio,Enviar alerta y avanzar con precaución
Pasillo B,21.99836466606089,22.01474757091002,949.7645527658326,0.47405,25.515860138219185,1195.5796761861654,19.95669026030923,humo,101.34410128917881,0.32,19.8,3.55,0.95,88.4,60.061446716535144,11.68,4,47.4,79.7,0,0.34,Bajo,Avanzar
Zona de escombros,18.11193268269641,42.612818495547145,900.0,0.0,61.87602040186199,2278.204460380897,71.72936199161364,sin_gas,55.922971898816456,0.48,24.7,1.59,0.61,66.2,60.061446716535144,11.89,24,44.4,59.6,0,0.36,Medio,Avanzar con precaución
Punto crítico,24.96527572634615,34.94273126810646,950.350765855996,0.0,7.1725502194665065,420.7075295079929,152.34272952321098,sin_gas,320.1303609421135,2.04,1.7,2.6,0.45,49.5,60.061446716535144,11.75,22,44.7,28.4,0,0.3,Alto,Cambiar ruta o detenerse
Pasillo B,25.51772164029273,30.216151108961583,947.6102916443224,0.0,29.14369491966065,1823.5240937212654,163.70686853591985,monoxido_carbono,495.2007672910998,1.65,2.8,4.12,0.9,25.6,60.061446716535144,11.76,4,47.4,27.5,1,0.82,Alto,Enviar alerta y cambiar ruta
Pasillo A,23.595387221810302,37.12363067059359,900.0,0.47405,23.82505330134033,1402.0360974643213,17.580654555002344,sin_gas,439.5933723261281,1.58,2.1,0.95,1.33,67.3,60.061446716535144,11.66,24,44.4,62.8,0,0.38,Medio,Avanzar con precaución
Punto crítico,22.795608980890773,34.866931791071266,941.2963007640546,0.0,15.502296832218905,738.1970514174282,116.04627465078472,metano,22.801361913043106,1.05,14.8,4.89,0.83,29.3,68.64142871532546,12.15,24,51.3,58.8,0,0.38,Medio,Avanzar con precaución
Sector sur,23.280098879568,44.7114989897418,949.2372141258012,2.42955,22.033400963061027,1074.14520517638,124.76744930361285,metano,211.5294045983624,0.99,1.5,0.54,1.03,79.5,60.061446716535144,11.92,24,44.4,44.5,0,0.29,Alto,Cambiar ruta o detenerse
Pasillo A,23.95250381572336,34.574163474974235,900.0,0.5333,22.34295287661853,872.3950921417711,98.40973992560423,humo,429.65528961638614,1.73,26.1,2.76,0.6,84.2,60.061446716535144,11.74,24,44.4,40.2,0,0.21,Alto,Cambiar ruta o detenerse
Punto crítico,23.07722535180083,37.97758273403858,945.9127611675358,0.0,38.83784441517125,2243.447552569257,121.72235075717055,monoxido_carbono,67.33740899599822,1.85,7.8,4.6,0.64,63.5,60.061446716535144,11.66,4,47.4,50.4,0,0.11,Medio,Avanzar con precaución
Sector norte,25.66045887877746,26.79347881314904,900.0,0.0,41.24043579366036,1411.9341062844796,45.895875202541674,monoxido_carbono,423.82257332602137,1.28,32.9,4.74,0.5,32.0,60.061446716535144,11.66,24,44.4,66.8,1,0.81,Alto,Enviar alerta y cambiar ruta
Sector norte,22.979674532389428,37.145477275612,947.7687675655156,0.47405,42.11206440474992,1582.497983532235,90.6877370683278,gas_desconocido,296.35031891894965,2.42,17.0,1.31,1.09,82.9,55.20801818985398,11.68,24,40.6,43.6,0,0.35,Alto,Cambiar ruta o detenerse
Sector norte,23.42071107493332,39.348023046009295,951.6479436278836,0.0,35.88528096424802,1646.7440006077434,73.40327358126999,gas_desconocido,465.6492762980559,2.39,15.6,0.89,0.6,44.6,60.061446716535144,11.82,24,44.4,57.0,0,0.27,Alto,Cambiar ruta o detenerse
Sector sur,23.349885173087195,26.68446881573336,948.215457478546,3.02205,45.6605674876983,1743.1959616649478,20.698891501935435,monoxido_carbono,438.0195571322126,1.03,27.3,3.68,0.37,37.8,60.061446716535144,11.63,4,47.4,63.4,0,0.26,Alto,Cambiar ruta o detenerse
Pasillo B,25.042839616024096,43.23779352939338,949.5797034313096,0.5333,19.90496345389632,1440.666949789453,114.47237695143558,monoxido_carbono,338.51716102935876,2.05,25.0,0.4,0.62,57.6,60.061446716535144,11.57,24,44.4,36.1,0,0.09,Alto,Cambiar ruta o detenerse
Punto crítico,21.68423617043769,35.77972505824359,949.2709891620408,0.59255,33.086501662060115,437.53441475626323,91.66265871752059,monoxido_carbono,328.9113299363477,1.36,21.3,2.53,1.3,93.8,60.061446716535144,11.77,24,44.4,50.9,0,0.15,Medio,Avanzar con precaución
Sector norte,20.017264014080947,32.64149345046531,948.6015357702848,0.0,64.05699797790093,1102.9176425207688,53.15545470795206,metano,106.58210119595407,1.28,32.7,4.02,1.13,43.8,74.7601586820955,12.2,24,56.2,80.1,0,0.29,Medio,Avanzar con precaución
Habitación bloqueada,23.92290899069623,36.52815062859585,937.1812916126796,0.0,24.4489230863138,786.1338055140816,87.89492057059,gas_desconocido,58.376483579004265,0.14,14.8,2.89,0.57,92.4,15.0,10.83,43,5.6,70.5,0,0.02,Bajo,Avanzar
Escalera colapsada,16.44203939936624,35.425821546287104,949.4972990676472,61.11785,20.3947636159636,1828.2999701145216,140.67715321956302,amoniaco,207.69671498439916,1.43,28.3,1.1,1.37,24.3,77.36287487296804,12.09,24,58.3,42.9,1,0.98,Alto,Enviar alerta y cambiar ruta
Sector norte,21.52583975883397,36.04815301757038,900.0,0.0,17.05677307277349,519.079767877098,145.2901084914112,sin_gas,93.29001974656236,2.25,13.3,2.54,0.2,26.7,42.706351968110845,11.23,24,30.6,57.3,0,0.31,Alto,Cambiar ruta o detenerse
Entrada,23.953453221827225,34.33030859206346,936.2831708927364,0.0,34.71024882830611,1583.987121334453,118.6670725311396,sin_gas,51.20835883887948,1.95,29.3,4.62,0.17,75.9,60.061446716535144,11.67,4,47.4,59.3,0,0.14,Medio,Avanzar con precaución
Entrada,20.44905178292254,35.82047490319733,949.8275036758288,1.8962,73.51425024866282,842.326616776032,86.85587084502866,sin_gas,151.16336663644674,1.97,9.1,3.16,0.28,35.2,74.01989375416008,12.19,24,55.6,64.1,0,0.04,Medio,Avanzar con precaución
Habitación bloqueada,18.885988370164977,19.930452110321728,946.5138104989932,0.0,17.308023897632644,2392.5762607808283,105.75618686067341,sin_gas,430.24497139832425,0.4,10.1,3.66,0.26,45.3,74.8904753340267,11.88,24,56.3,35.7,1,0.83,Alto,Enviar alerta y cambiar ruta
Pasillo A,22.40461547606494,42.12953050880789,941.750959938792,0.0,42.04468498638631,1104.6359785917246,72.377689987233,sin_gas,8.574077009180614,0.9,23.7,1.81,0.22,30.9,60.061446716535144,12.03,4,47.4,79.3,0,0.07,Medio,Avanzar con precaución
Punto crítico,24.689571731033084,36.12722563989652,900.0,0.59255,35.5546489576301,1082.9645018867318,27.14736002399169,metano,146.3188408610878,0.58,7.4,1.1,1.03,46.6,60.061446716535144,11.77,4,47.4,72.2,0,0.15,Bajo,Avanzar
Punto crítico,25.22131044730922,44.108329189925485,944.4191027371812,0.0,40.51206885596355,2339.1078027805197,72.48360454256608,sin_gas,212.02609260724614,0.79,8.0,1.43,0.94,42.4,74.01989375416008,11.82,4,58.6,63.1,0,0.29,Medio,Avanzar con precaución
Zona de escombros,19.64073820516439,21.08392267042202,940.0118181408384,0.0,45.54696382447254,1276.4306326386968,97.808232312186,monoxido_carbono,255.2848748076433,1.45,10.7,2.76,1.01,78.9,60.061446716535144,11.84,24,44.4,51.0,0,0.33,Medio,Avanzar con precaución
Zona de escombros,24.610740265502493,21.12965736324232,944.419111928048,0.0,49.17336872544904,2422.0109017900586,109.79595256385221,sin_gas,90.78875419149462,0.91,23.8,1.55,1.06,76.2,60.061446716535144,11.83,24,44.4,63.9,0,0.35,Medio,Avanzar con precaución
Túnel estrecho,21.051746628403748,27.56790261731621,949.1604706371554,64.9723,16.657605148799366,450.7577394803573,168.76517080955864,sin_gas,482.11009991901557,1.4,31.1,2.8,1.16,96.4,15.0,10.75,4,11.4,21.5,0,0.22,Alto,Cambiar ruta o detenerse
Entrada,22.962438110605067,45.47925189794441,900.0,0.0,43.02368072724815,1043.323607924507,141.03335288035782,metano,289.4365217860948,1.1,23.6,3.6,0.39,78.0,60.061446716535144,11.9,24,44.4,36.8,0,0.2,Alto,Cambiar ruta o detenerse
Pasillo A,19.548758815795704,30.856292871205085,900.0,0.0,43.46639969789271,1799.0052165595055,31.59869825281853,humo,261.05527352852204,0.72,29.0,3.73,0.97,75.6,60.061446716535144,11.67,24,44.4,77.6,0,0.34,Medio,Avanzar con precaución
Entrada,24.12338927860049,23.22236332477185,946.1591645036,3.37765,33.91224415496654,2270.7996255080407,35.481886164262406,metano,4.411294465170579,0.24,19.0,0.99,0.91,75.5,60.061446716535144,11.86,24,44.4,74.4,1,0.92,Medio,Enviar alerta y avanzar con precaución
Entrada,23.491573047111697,36.79243697320329,942.9444381622446,0.0,28.461381174255315,938.4517453173962,22.586582866956956,metano,242.85768969800353,2.23,2.4,3.8,1.42,90.6,60.061446716535144,11.76,4,47.4,65.0,0,0.24,Medio,Avanzar con precaución
Escalera colapsada,22.65531906069014,41.527831307053326,948.4569333392704,7.65375,19.928217718629902,2354.0029431237035,134.18180226366061,monoxido_carbono,418.83531472759205,0.03,3.5,3.43,0.43,43.7,60.061446716535144,11.72,4,47.4,44.2,0,0.18,Alto,Cambiar ruta o detenerse
Habitación bloqueada,23.932880355576707,33.5430613084688,900.0,0.0,35.192918979117856,1647.6550796482952,128.57139873607497,sin_gas,109.82227152562135,0.0,19.4,0.26,0.18,44.0,36.315954776242116,11.46,4,28.5,50.3,1,0.72,Alto,Enviar alerta y cambiar ruta
Punto crítico,21.84058667440264,32.489148796838094,947.8077464177248,0.0,39.59291203795157,2082.1173107156237,177.6135077969542,metano,175.60378419320648,2.07,11.5,0.48,1.01,79.3,60.061446716535144,11.91,24,44.4,34.9,0,0.2,Alto,Cambiar ruta o detenerse
Habitación bloqueada,21.47589215853422,35.59886943708839,949.2372916070284,0.47405,26.39561304158444,1234.1353390444842,96.35409809126102,sin_gas,10.285732343847776,2.49,7.7,3.3,1.14,38.3,60.061446716535144,11.6,24,44.4,75.1,0,0.15,Medio,Avanzar con precaución
Túnel estrecho,24.42221778299372,19.743289507409543,953.1121392712369,0.0,25.33291161534593,845.5788033904339,149.62261254855434,monoxido_carbono,488.4637571168976,1.82,16.3,2.04,0.5,93.0,60.061446716535144,11.82,24,44.4,31.3,0,0.14,Alto,Cambiar ruta o detenerse
Pasillo A,24.56844387505216,20.119706056431014,945.9441530178556,0.0,15.667078721435155,2313.594372440156,105.87697526248783,monoxido_carbono,33.325898564020406,0.04,23.3,0.9,0.9,62.8,60.061446716535144,12.05,44,41.4,52.5,1,0.73,Medio,Enviar alerta y avanzar con precaución
Zona de escombros,23.740796633593668,17.282417753032078,942.4998651899664,2.6926,16.430344018460527,2359.5853236530593,157.9651746923015,monoxido_carbono,449.1105619547847,0.57,13.5,0.41,0.18,44.0,60.061446716535144,11.97,24,44.4,26.9,0,0.14,Alto,Cambiar ruta o detenerse
Escalera colapsada,22.731567305884298,38.29113110267788,900.0,0.0,24.091030360707432,1444.9078027236847,131.17868187798152,sin_gas,156.49385709022735,2.43,28.1,0.97,1.44,82.1,60.061446716535144,11.62,24,44.4,40.7,1,0.62,Alto,Enviar alerta y cambiar ruta
Pasillo B,19.58070463008861,33.88184983734889,948.6104069629596,2.66655,29.459325833786203,413.6395335984387,117.50470262346926,amoniaco,293.7782009929393,2.02,25.8,4.8,0.25,45.0,60.061446716535144,12.0,43,41.6,42.4,0,0.15,Alto,Cambiar ruta o detenerse
Escalera colapsada,22.98051575666265,34.6288054906016,948.1026209969546,0.0,23.42468252151386,630.5442027078494,103.89646742203381,sin_gas,339.6577699830017,1.42,25.7,3.69,0.19,97.1,75.33910026928858,12.22,24,56.7,56.5,0,0.24,Alto,Cambiar ruta o detenerse
Escalera colapsada,25.52341561517873,45.19195896310033,900.0,0.0,18.6124760986388,1603.3587164866158,131.51984177752058,sin_gas,70.41458371555726,0.59,34.5,2.73,0.16,98.6,60.061446716535144,11.6,24,44.4,62.0,0,0.37,Medio,Avanzar con precaución
Pasillo B,20.177215319706185,30.29971717585104,944.9298879760872,0.0,64.09760679593234,449.9310748339611,78.43942246742684,sin_gas,221.87968889016773,0.04,10.3,4.72,0.7,73.3,60.061446716535144,11.79,4,47.4,54.9,0,0.32,Bajo,Avanzar
Túnel estrecho,23.709680702128544,42.05237585267434,900.0,0.0,26.45130319601329,1233.51504037206,21.90090162349122,monoxido_carbono,162.73305012332116,0.05,22.6,3.17,0.24,29.1,60.061446716535144,11.83,24,44.4,75.3,0,0.34,Medio,Avanzar con precaución
Habitación bloqueada,22.839780177777712,39.65443704749258,942.4584692252058,0.0,69.53771078111492,1037.0768857012263,11.99757253962214,sin_gas,28.301232802732667,1.53,29.9,3.68,1.14,41.1,60.061446716535144,11.6,24,44.4,93.0,1,0.86,Medio,Enviar alerta y avanzar con precaución
Punto crítico,25.513149810220217,27.290539264621305,950.242599316582,0.0,22.697958028405868,1900.1313783446299,88.82915303160543,monoxido_carbono,416.59682719659037,0.05,20.3,1.56,1.36,61.2,67.05395480856906,12.01,4,53.0,44.7,0,0.37,Medio,Avanzar con precaución
Pasillo A,22.16974625794252,48.48637151632296,942.587691846902,1.7152,16.034692492904217,516.7152131906641,109.87602688852473,humo,22.583878248738863,2.48,27.6,3.03,0.46,88.1,60.061446716535144,12.13,24,44.4,55.2,0,0.1,Medio,Avanzar con precaución
Pasillo B,19.87882425309056,20.824643905797004,957.076612052194,0.4148,14.989318516255349,1426.3356648523036,18.79858034985945,sin_gas,326.6289797419334,0.46,14.5,0.89,0.98,34.8,60.061446716535144,11.97,4,47.4,63.9,0,0.19,Medio,Avanzar con precaución
Punto crítico,25.573826591793924,46.59710598651044,943.2464789900156,0.5333,15.857872738677855,1616.1399667387711,55.20812105961789,metano,157.0386882099235,1.78,20.7,2.14,0.16,28.4,15.0,10.84,24,8.4,73.4,0,0.16,Alto,Cambiar ruta o detenerse
Zona de escombros,22.34450968274885,27.81796200843403,948.738733316555,4.2072,50.53823392258887,1696.311259710497,61.35563604571024,sin_gas,96.0646636009333,0.39,1.9,0.36,0.64,26.0,59.55402924417279,11.71,4,47.0,74.7,0,0.16,Medio,Avanzar con precaución
Sector norte,21.304514646011008,42.18537736135616,941.5898014270184,0.0,26.097174555027912,1250.831111235576,103.48921866144396,metano,333.54302566777267,1.35,34.5,1.24,0.51,60.6,60.061446716535144,11.81,24,44.4,38.1,1,0.91,Alto,Enviar alerta y cambiar ruta
Entrada,27.603538383204707,31.312282757404382,900.0,0.0,33.83966991507006,1039.172345202057,53.73442980748809,sin_gas,287.2688572631029,0.2,28.0,0.56,0.42,90.8,54.16823987853181,11.49,24,39.7,54.5,0,0.17,Medio,Avanzar con precaución
Entrada,20.43442784855047,44.006341874461725,945.832680341511,0.0,66.91136628703025,1833.2353708480123,21.73850492230117,gas_desconocido,157.62812868741494,1.92,30.4,2.06,1.0,23.4,55.29756404449822,11.59,4,43.6,80.3,0,0.25,Alto,Cambiar ruta o detenerse
Habitación bloqueada,26.529744978076664,32.068629448723726,946.5082054071448,0.0,20.04744421182892,2179.8950010152394,33.84992966564627,metano,256.4803741296196,1.46,24.3,4.25,0.28,37.0,60.061446716535144,11.47,4,47.4,62.2,1,0.71,Alto,Enviar alerta y cambiar ruta
Sector sur,17.037082428869518,45.33261168171093,942.8823583158352,0.0,10.603676024086718,1856.5970393440455,35.44086528073381,amoniaco,123.11855060310472,0.22,6.5,2.01,1.3,75.5,20.127574347773376,10.99,4,15.5,81.7,0,0.13,Bajo,Avanzar
Escalera colapsada,17.885993997734758,44.26453155564812,939.515527374439,3.19985,29.645242189868227,2357.4149674601654,152.47161523898325,sin_gas,431.8482295013461,2.12,1.1,4.19,1.03,86.1,60.061446716535144,11.71,24,44.4,36.4,1,0.6,Alto,Enviar alerta y cambiar ruta
Pasillo B,19.933225702351344,23.44223578933792,900.0,0.0,4.0610661374623565,1906.2534032516471,54.755945221201,humo,156.9093901635808,1.37,30.3,3.35,1.1,84.6,60.061446716535144,11.85,24,44.4,74.8,1,0.72,Medio,Enviar alerta y avanzar con precaución
Túnel estrecho,21.53748631075737,20.51034303653209,944.4694691363698,0.0,43.33702163455624,2005.6993414285985,130.07105343508246,humo,122.5765147757657,2.3,13.9,2.65,1.41,82.8,60.061446716535144,11.78,24,44.4,59.6,0,0.24,Alto,Cambiar ruta o detenerse
Túnel estrecho,21.85887329559948,37.219873621576696,945.3047682708644,0.4148,13.258869073985368,752.5967128643865,104.3717806093785,amoniaco,375.91685552982557,2.29,9.2,1.34,1.42,30.4,60.061446716535144,11.61,4,47.4,38.0,0,0.39,Alto,Cambiar ruta o detenerse
Escalera colapsada,21.692686715412744,33.77005232024973,940.5588440687396,0.5333,15.69683263240729,1281.0332535060948,175.98178188287736,humo,8.796243996957443,2.3,19.7,4.63,0.87,51.8,69.42068940560753,11.99,24,51.9,44.0,1,0.84,Alto,Enviar alerta y cambiar ruta
